FTL,CTL,FTF,FTV_S,CLF,CLV_S,FTT,CRTT
99.4612870467751,100.161949499658,4.96080708828641,5.06116407250422,-0.0547568413379825,-0.0480864723696568,-20.1661989124508,-19.8662721736429
99.4710995768811,98.879328315098,4.91556005267753,4.94592965227031,0.0051818299186204,0.00295119877669528,-19.9550067135973,-19.9402628158346
99.760422420441,100.217657570111,4.88232290922398,4.88038223483776,-0.119041940952382,0.0603093487901699,-19.999292418631,-20.0217750823184
98.8247870045454,100.361544498895,5.16517357731848,4.96287449170649,-0.226331201590123,0.188467099076357,-19.9934763757018,-20.0492141345625
97.110649274953,99.8630069163113,5.06478406975442,5.11064273293894,0.201808932632675,0.0364589998230287,-20.0120950801918,-19.9377526831971
98.378003295283,99.6099725592019,5.01479300347229,4.86666223302649,0.0127606144820794,0.0123710885384937,-19.9680225033859,-19.9233966125173
97.122647324172,101.531745866707,5.02313626474315,5.06065462643767,-0.0775494635005074,0.130823774125242,-19.9782683246342,-19.9110163643391
97.0515168308524,99.7427410273993,4.90233162273255,4.95916369500792,-0.00760731344518709,0.0267340979579829,-19.9402784773037,-20.1240412723844
95.6272833538695,100.654973633136,4.93355238630827,4.9645362793162,0.17146465904968,-0.0224387247050526,-19.9778911288901,-20.0951297437323
94.8556498129828,99.49619426799,5.01522665242683,4.92021566133011,0.00967929111322216,-0.0968635831096203,-20.0094922464763,-19.8382016290074
94.3800583845328,101.120247751284,4.91056628804451,4.95974114413493,0.166681288876441,-0.172360705760714,-19.9488821349552,-19.9624616250227
95.191763649439,98.2293915506576,5.10656612838991,5.10805942163825,-0.0224023445343882,-0.0558788872482117,-19.9555122395603,-19.9636797088814
92.7087810954554,99.526409000215,4.85741950986494,4.9606776508447,-0.078474987786244,-0.0590946015146797,-19.9941235109444,-19.9773741581536
93.5149537968488,100.003238451596,5.06634414163608,4.98783943885471,0.147190649381895,-0.0488756404563325,-19.971912721438,-19.8626268078198
92.6304620914858,98.1525091567308,4.94153408802763,4.87499662546014,-0.200311228910268,0.00413251940895428,-19.9286623627232,-19.8754444289698
92.2141211445367,102.866496559076,5.12614025389761,4.89676606755853,0.0822649499788362,0.111269741312649,-19.9668356876636,-19.9285885384552
91.6346915286697,99.7958882414284,5.04802379075953,4.97857666306559,0.144365655355609,-0.0690253315732195,-20.0407568144057,-19.9826419921919
91.3227012722081,102.055156843403,4.92365952389811,5.05019558280371,-0.00653316656609169,-0.141536116195565,-19.9886136924333,-20.0437481783464
91.1544497900884,100.605221073812,4.98904635249412,5.00408516890326,0.0819026401999721,-0.00811591551720607,-19.9796418707615,-20.02605239966
90.0436569714185,99.9030804898586,5.01098932487811,4.93100814803433,0.181913447230685,-0.0822406668735677,-19.8777007658396,-20.0828008747357
89.4017707016555,98.6278367550632,5.08309860565839,4.97828684447349,-0.0252564769594132,0.166564045669625,-19.9696689742669,-20.1711921979593
88.5524418117868,99.5076368037228,4.92930302898649,5.08618302087417,0.00963582229303782,0.107874321448505,-19.9019843018984,-19.8712267178548
88.3158939493317,100.222422540751,5.06146408235947,4.97893295822986,0.00843797917389103,0.259999832699651,-20.1025871690998,-19.9663790823912
89.3538890118828,98.1194421536333,4.96546715530229,5.14914979478463,-0.0576668146482755,-0.0942620282500202,-20.0246871366349,-20.0905261487164
87.7134475671978,99.4723909331496,5.07393514828128,4.90944397856058,0.247429760533531,0.0630504821449381,-20.015154720306,-20.0177383687795
86.4906593452281,100.541522516938,5.09570043938171,4.85529332623072,-0.0153904833037482,0.047140451155196,-19.9498772717891,-19.8182701194839
86.4363135230094,100.727082928445,5.19142641432976,5.02847622274381,0.146687942907617,-0.055223177560119,-20.0064385381865,-19.9843349105239
86.694657433392,99.8857075726052,4.91182980822493,4.95976678226335,-0.00603352930094949,0.0973808272987129,-20.0263073547435,-19.6765276845844
85.9284017808004,98.8721664360583,4.939521225901,4.9910256813274,-0.0162078640571696,-0.0199017943803644,-19.9207625673373,-19.951935915508
85.5426665683344,98.7619775387636,5.19609575701888,5.00987074362192,0.0362292636447466,-0.092776648569638,-19.9189141659393,-19.9272466996436
84.7757028741443,100.046863776797,4.92550145310672,5.15941462637964,0.0648732727790835,0.0274504714463464,-20.0449041427711,-19.8685985282142
85.3463559550755,100.1425851123,4.99998807271552,4.89385876498021,-0.0957795029346826,-0.08593848280791,-19.9567320838141,-19.9018325594195
83.5461276025992,101.656815383612,4.97855824019487,5.02600164954786,0.112024198978585,-0.0710548753957215,-19.9940132513416,-19.983469456659
82.9907574402187,100.420669453025,5.11047146422875,5.10316880026507,0.0582286137386332,-0.0148173400935676,-19.9697441384807,-19.9554434102086
81.8193184103135,100.035043098415,5.04827224091436,4.92347911232464,-0.0125730704003953,-0.00197463956885842,-20.0678191708086,-20.2082899064637
82.4009712804441,100.098996147723,4.7496711783641,4.99599086749414,0.0654027295275528,-0.0729656186307936,-20.032017085007,-19.9879569390578
81.7859344448625,99.7655361134812,5.1292535489303,5.11954966091263,-0.0419072650384353,-0.151119467495893,-20.0386682449217,-19.9162204373703
81.8437090957046,99.417294963437,4.85596075538618,4.90100866030925,0.0718953000039586,0.0349468495714282,-20.0632216305955,-20.0222349455579
80.6456863518675,100.871672810169,5.013460881798,5.03760438014838,-0.160865732954325,0.142595497277075,-19.9394515184037,-20.043360632925
79.7600457583186,99.8328555481519,5.033322004094,4.95484853027584,0.0189224729314653,0.0297101929505689,-19.9763443827422,-20.1704217363137
78.7442303851906,100.237416487753,5.04954228134898,5.02975766944586,0.0159360922106528,-0.098452896086958,-19.9279016402166,-19.9348828388342
81.3149534548655,100.309125063146,5.14559932788161,5.07199067802155,0.0637227868500915,0.0897160950649278,-19.9920350853778,-20.0198978704795
79.2432021113649,99.1868829106713,4.82701763936012,5.20235961624172,0.153797288521009,-0.0290345091334277,-19.8806848216105,-19.8276974844086
